1,1,1,19,,f,f,f,,"2015-01-29 02:14:40.990318","2015-01-29 02:14:40.990318",,f
169,78,4,13,576,f,f,f,,"2015-01-29 02:15:21.384550","2015-01-29 02:15:21.384550",,f
170,79,1,1,11,f,f,f,,"2015-01-29 02:15:21.654558","2015-01-29 02:15:21.654558",,f
171,79,2,12,560,f,f,f,,"2015-01-29 02:15:21.943567","2015-01-29 02:15:21.943567",,f
172,80,1,4,60,f,f,f,,"2015-01-29 02:15:22.183574","2015-01-29 02:15:22.183574",,f
173,81,1,15,630,f,f,f,,"2015-01-29 02:15:22.420581","2015-01-29 02:15:22.420581",,f
174,92,1,37,,f,f,f,,"2015-01-29 02:15:22.682589","2015-01-29 02:15:22.682589",,f
175,92,2,29,,f,f,f,,"2015-01-29 02:15:22.966598","2015-01-29 02:15:22.966598",,f
176,92,3,36,,f,f,f,,"2015-01-29 02:15:23.230606","2015-01-29 02:15:23.230606",,f
177,92,4,63,198,f,f,f,,"2015-01-29 02:15:23.473613","2015-04-13 19:47:05.470878",,t
178,93,1,44,226,f,f,f,,"2015-01-29 02:15:23.660619","2015-01-29 02:15:23.660619",,f
179,95,2,19,685,t,f,f,,"2015-01-29 02:15:23.891626","2015-02-19 07:49:21.103966",,f
180,95,1,11,185,f,f,f,,"2015-01-29 02:15:24.111633","2015-02-19 07:49:27.661198",,f
181,96,1,1,2,f,f,f,,"2015-01-29 02:15:24.324639","2015-01-29 02:15:24.324639",,f
182,96,2,9,139,f,f,f,,"2015-01-29 02:15:24.552646","2015-01-29 02:15:24.552646",,f
183,99,1,2,33,f,f,f,,"2015-01-29 02:15:24.759652","2015-01-29 02:15:24.759652",,f
184,99,2,10,157,t,f,f,,"2015-01-29 02:15:24.966659","2015-01-29 02:15:24.966659",,f
185,99,3,1,6,t,f,t,9,"2015-01-29 02:15:25.151664","2015-02-20 19:25:34.627963",,f
186,100,1,4,54,f,f,f,,"2015-01-29 02:15:25.384672","2015-01-29 02:15:25.384672",,f
187,100,2,2,34,f,f,f,,"2015-01-29 02:15:25.567677","2015-01-29 02:15:25.567677",,f
188,101,1,4,55,f,f,f,,"2015-01-29 02:15:25.792684","2015-01-29 02:15:25.792684",,f
189,101,2,13,575,f,f,f,,"2015-01-29 02:15:26.129694","2015-01-29 02:15:26.129694",,f
190,101,3,8,131,t,f,f,,"2015-01-29 02:15:26.379702","2015-01-29 02:15:26.379702",,f
191,103,1,2,37,f,f,f,,"2015-01-29 02:15:26.589708","2015-01-29 02:15:26.589708",,f
192,103,2,5,78,f,f,f,,"2015-01-29 02:15:26.781714","2015-01-29 02:15:26.781714",,f
193,103,3,9,145,f,f,f,,"2015-01-29 02:15:27.000721","2015-01-29 02:15:27.000721",,f
194,103,4,13,576,f,f,f,,"2015-01-29 02:15:27.232728","2015-01-29 02:15:27.232728",,f
195,104,1,28,689,t,f,f,,"2015-01-29 02:15:27.443734","2015-01-29 02:15:27.443734",,f
196,104,2,29,690,t,f,f,,"2015-01-29 02:15:27.671741","2015-01-29 02:15:27.671741",,f
197,104,3,14,601,t,f,f,,"2015-01-29 02:15:27.950750","2015-01-29 02:15:27.950750",,f
198,104,4,2,38,t,f,f,,"2015-01-29 02:15:28.193757","2015-01-29 02:15:28.193757",,f
199,108,1,19,,f,f,f,,"2015-01-29 02:15:28.464765","2015-01-29 02:15:28.464765",,f
200,108,2,20,,f,f,f,,"2015-01-29 02:15:28.647771","2015-01-29 02:15:28.647771",,f
201,108,3,16,,f,f,f,,"2015-01-29 02:15:28.889778","2015-01-29 02:15:28.889778",,f
202,109,1,67,,f,f,f,,"2015-01-29 02:15:29.107785","2015-01-29 02:15:29.107785",,f
203,109,2,17,678,t,f,f,,"2015-01-29 02:15:29.305791","2015-01-29 02:15:29.305791",,f
204,110,1,35,207,f,f,f,,"2015-01-29 02:15:29.565799","2015-01-29 02:15:29.565799",,f
205,110,2,4,69,f,t,f,,"2015-01-29 02:15:29.856808","2015-01-29 02:15:29.856808",,f
206,110,3,55,,f,f,f,,"2015-01-29 02:15:30.145817","2015-01-29 02:15:30.145817",,f
207,110,4,69,,f,t,f,,"2015-01-29 02:15:30.386824","2015-01-29 02:15:30.386824",,f
208,111,1,35,208,f,f,f,,"2015-01-29 02:15:30.612831","2015-04-13 19:47:06.273898",,t
209,111,2,7,112,f,f,f,,"2015-01-29 02:15:30.857838","2015-04-13 19:47:07.249922",,t
210,112,1,35,208,f,f,f,,"2015-01-29 02:15:31.127847","2015-01-29 02:15:31.127847",,f
211,112,2,6,111,f,f,f,,"2015-01-29 02:15:31.355854","2015-01-29 02:15:31.355854",,f
212,114,1,61,493,f,f,f,,"2015-01-29 02:15:31.625862","2015-01-29 02:15:31.625862",,f
213,119,1,53,,f,f,f,,"2015-01-29 02:15:32.053875","2015-01-29 02:15:32.053875",,f
214,119,2,11,176,f,f,f,,"2015-01-29 02:15:32.399885","2015-01-29 02:15:32.399885",,f
215,122,1,2,44,f,f,f,,"2015-01-29 02:15:32.654893","2015-01-29 02:15:32.654893",,f
216,122,2,11,179,f,f,f,,"2015-01-29 02:15:32.927902","2015-01-29 02:15:32.927902",,f
217,122,3,19,,f,t,f,,"2015-01-29 02:15:33.180909","2015-01-29 02:15:33.180909",,f
218,122,4,34,,f,f,f,,"2015-01-29 02:15:33.421917","2015-01-29 02:15:33.421917",,f
219,122,5,25,,f,f,f,,"2015-01-29 02:15:33.675924","2015-01-29 02:15:33.675924",,f
220,122,6,33,,f,f,f,,"2015-01-29 02:15:33.952933","2015-01-29 02:15:33.952933",,f
221,122,7,49,441,f,t,f,,"2015-01-29 02:15:34.227941","2015-01-29 02:15:34.227941",,f
222,122,8,61,483,f,f,f,,"2015-01-29 02:15:34.452948","2015-01-29 02:15:34.452948",,f
223,123,1,17,659,t,f,f,,"2015-01-29 02:15:34.713956","2015-01-29 02:15:34.713956",,f
224,126,1,29,,f,f,f,,"2015-01-29 02:15:34.954963","2015-01-29 02:15:34.954963",,f
225,126,2,5,75,f,f,f,,"2015-01-29 02:15:35.209971","2015-01-29 02:15:35.209971",,f
226,126,3,10,161,f,f,f,,"2015-01-29 02:15:35.402977","2015-01-29 02:15:35.402977",,f
227,126,4,15,621,f,f,f,,"2015-01-29 02:15:35.634984","2015-01-29 02:15:35.634984",,f
228,127,1,29,,f,f,f,,"2015-01-29 02:15:35.939993","2015-01-29 02:15:35.939993",,f
229,127,2,10,160,f,f,f,,"2015-01-29 02:15:36.174001","2015-01-29 02:15:36.174001",,f
230,127,3,14,598,f,f,f,,"2015-01-29 02:15:36.416008","2015-01-29 02:15:36.416008",,f
231,129,1,9,141,f,f,f,,"2015-01-29 02:15:36.667016","2015-01-29 02:15:36.667016",,f
232,129,2,10,158,f,f,f,,"2015-01-29 02:15:36.911023","2015-01-29 02:15:36.911023",,f
233,129,3,1,5,t,t,f,,"2015-01-29 02:15:37.150030","2015-01-29 02:15:37.150030",,f
234,129,4,2,32,t,f,f,,"2015-01-29 02:15:37.404038","2015-01-29 02:15:37.404038",,f
235,131,1,19,684,f,f,f,,"2015-01-29 02:15:37.675046","2015-01-29 02:15:37.675046",,f
236,131,2,20,687,f,f,f,,"2015-01-29 02:15:37.992056","2015-01-29 02:15:37.992056",,f
237,131,3,13,575,t,t,f,,"2015-01-29 02:15:38.197062","2015-01-29 02:15:38.197062",,f
238,131,4,4,55,t,t,f,,"2015-01-29 02:15:38.427069","2015-01-29 02:15:38.427069",,f
239,131,5,6,101,t,f,f,,"2015-01-29 02:15:38.670077","2015-01-29 02:15:38.670077",,f
240,134,1,15,631,f,f,f,,"2015-01-29 02:15:38.917084","2015-01-29 02:15:38.917084",,f
241,135,1,70,,f,f,f,,"2015-01-29 02:15:39.162092","2015-01-29 02:15:39.162092",,f
242,137,1,36,,f,f,f,,"2015-01-29 02:15:39.402099","2015-01-29 02:15:39.402099",,f
243,137,2,71,,f,f,f,,"2015-01-29 02:15:39.742109","2015-01-29 02:15:39.742109",,f
244,138,1,11,186,f,f,f,,"2015-01-29 02:15:40.054119","2015-01-29 02:15:40.054119",,f
245,138,2,19,,f,t,f,,"2015-01-29 02:15:40.263125","2015-01-29 02:15:40.263125",,f
246,138,3,34,,f,f,f,,"2015-01-29 02:15:40.512133","2015-01-29 02:15:40.512133",,f
247,138,4,25,,f,f,f,,"2015-01-29 02:15:40.721139","2015-01-29 02:15:40.721139",,f
248,138,5,33,,f,f,f,,"2015-01-29 02:15:40.959147","2015-01-29 02:15:40.959147",,f
249,138,6,40,521,f,t,f,,"2015-01-29 02:15:41.222155","2015-01-29 02:15:41.222155",,f
250,138,7,66,,f,f,f,,"2015-01-29 02:15:41.446161","2015-01-29 02:15:41.446161",,f
251,139,1,1,2,f,f,f,,"2015-01-29 02:15:41.703169","2015-01-29 02:15:41.703169",,f
252,139,2,6,96,f,f,f,,"2015-01-29 02:15:42.039179","2015-01-29 02:15:42.039179",,f
253,140,1,1,4,f,f,f,,"2015-01-29 02:15:42.259186","2015-01-29 02:15:42.259186",,f
254,140,2,15,639,f,f,f,,"2015-01-29 02:15:42.514194","2015-01-29 02:15:42.514194",,f
255,141,1,8,129,f,f,f,,"2015-01-29 02:15:42.793202","2015-01-29 02:15:42.793202",,f
256,141,2,10,158,f,f,f,,"2015-01-29 02:15:43.008209","2015-01-29 02:15:43.008209",,f
257,141,3,1,5,t,t,f,14,"2015-01-29 02:15:43.262217","2015-02-20 19:40:15.478232",,f
258,141,4,2,32,t,f,f,,"2015-01-29 02:15:43.490224","2015-01-29 02:15:43.490224",,f
259,143,1,5,76,f,f,f,,"2015-01-29 02:15:43.710230","2015-01-29 02:15:43.710230",,f
260,143,2,14,599,f,f,f,,"2015-01-29 02:15:43.978239","2015-01-29 02:15:43.978239",,f
261,144,1,13,577,f,f,f,,"2015-01-29 02:15:44.234246","2015-01-29 02:15:44.234246",,f
262,144,2,14,600,f,f,t,11,"2015-01-29 02:15:44.657259","2015-02-20 19:28:18.042764",,f
263,145,1,2,37,f,f,f,,"2015-01-29 02:15:44.916267","2015-01-29 02:15:44.916267",,f
264,145,2,5,78,f,f,f,,"2015-01-29 02:15:45.154274","2015-01-29 02:15:45.154274",,f
265,145,3,6,103,f,f,f,,"2015-01-29 02:15:45.418283","2015-01-29 02:15:45.418283",,f
266,145,4,13,576,f,f,f,,"2015-01-29 02:15:45.672290","2015-01-29 02:15:45.672290",,f
267,146,2,32,691,t,f,f,,"2015-01-29 02:15:45.941298","2015-04-13 20:21:25.898564",,f
268,146,1,1,12,f,f,f,,"2015-01-29 02:15:46.213307","2015-04-13 20:21:11.551211",,f
269,148,1,15,629,f,f,f,,"2015-01-29 02:15:46.452314","2015-01-29 02:15:46.452314",,f
270,149,1,14,607,f,f,f,,"2015-01-29 02:15:46.690321","2015-01-29 02:15:46.690321",,f
271,150,1,29,,f,f,f,,"2015-01-29 02:15:46.931329","2015-01-29 02:15:46.931329",,f
272,150,2,32,,f,f,f,,"2015-01-29 02:15:47.169336","2015-01-29 02:15:47.169336",,f
273,151,1,55,,f,f,f,,"2015-01-29 02:15:47.374342","2015-04-13 20:13:04.325225",,t
274,151,2,12,567,f,t,f,,"2015-01-29 02:15:47.708352","2015-01-29 02:15:47.708352",,f
275,151,3,68,,f,f,f,,"2015-01-29 02:15:48.039362","2015-01-29 02:15:48.039362",,f
276,152,1,19,,f,f,f,,"2015-01-29 02:15:48.243369","2015-01-29 02:15:48.243369",,f
277,152,2,41,417,f,f,t,,"2015-01-29 02:15:48.523377","2015-04-13 19:59:13.372784",,t
278,154,1,13,570,f,f,f,,"2015-01-29 02:15:48.796386","2015-01-29 02:15:48.796386",,f
279,155,1,15,637,f,f,f,,"2015-01-29 02:15:49.055393","2015-01-29 02:15:49.055393",,f
280,157,1,1,6,f,f,f,,"2015-01-29 02:15:49.325402","2015-01-29 02:15:49.325402",,f
281,157,2,6,99,t,t,f,,"2015-01-29 02:15:49.534408","2015-01-29 02:15:49.534408",,f
282,157,3,2,33,t,f,t,16,"2015-01-29 02:15:49.801416","2015-02-20 19:46:14.593980",,f
283,158,1,8,129,f,f,f,,"2015-01-29 02:15:50.233429","2015-01-29 02:15:50.233429",,f
284,158,2,9,141,f,f,f,,"2015-01-29 02:15:50.549439","2015-01-29 02:15:50.549439",,f
285,158,3,1,5,t,t,f,15,"2015-01-29 02:15:50.820447","2015-02-20 19:43:46.463722",,f
286,158,4,2,32,t,f,f,16,"2015-01-29 02:15:51.075455","2015-02-20 19:44:21.825977",,f
287,159,1,28,,f,f,f,,"2015-01-29 02:15:51.302462","2015-01-29 02:15:51.302462",,f
288,159,2,29,,f,f,f,,"2015-01-29 02:15:51.563470","2015-01-29 02:15:51.563470",,f
289,159,3,2,31,f,f,f,,"2015-01-29 02:15:51.771476","2015-01-29 02:15:51.771476",,f
290,160,1,29,,f,f,f,,"2015-01-29 02:15:52.084486","2015-01-29 02:15:52.084486",,f
291,160,2,8,127,f,f,f,,"2015-01-29 02:15:52.352494","2015-01-29 02:15:52.352494",,f
292,160,3,14,598,f,f,f,,"2015-01-29 02:15:52.627502","2015-01-29 02:15:52.627502",,f
293,161,1,29,,f,f,f,,"2015-01-29 02:15:52.878510","2015-01-29 02:15:52.878510",,f
294,161,2,5,75,f,f,f,,"2015-01-29 02:15:53.159519","2015-01-29 02:15:53.159519",,f
295,161,3,8,126,f,f,f,,"2015-01-29 02:15:53.375525","2015-01-29 02:15:53.375525",,f
296,161,4,15,621,f,f,f,,"2015-01-29 02:15:53.555531","2015-01-29 02:15:53.555531",,f
297,162,1,2,41,f,f,f,,"2015-01-29 02:15:53.821539","2015-01-29 02:15:53.821539",,f
298,162,2,15,622,t,t,f,,"2015-01-29 02:15:54.101547","2015-01-29 02:15:54.101547",,f
299,162,3,13,579,t,f,f,,"2015-01-29 02:15:54.353555","2015-01-29 02:15:54.353555",,f
300,165,1,19,,f,f,f,,"2015-01-29 02:15:54.636564","2015-01-29 02:15:54.636564",,f
301,167,1,20,,f,f,f,,"2015-01-29 02:15:54.959574","2015-01-29 02:15:54.959574",,f
302,167,2,17,668,t,f,f,,"2015-01-29 02:15:55.191581","2015-01-29 02:15:55.191581",,f
303,170,1,62,430,f,f,f,,"2015-01-29 02:15:55.414587","2015-04-13 19:47:11.393024",,t
304,171,1,61,493,f,f,f,,"2015-01-29 02:15:55.648595","2015-01-29 02:15:55.648595",,f
305,176,1,53,,f,f,f,,"2015-01-29 02:15:55.984605","2015-01-29 02:15:55.984605",,f
306,176,2,8,119,f,f,f,,"2015-01-29 02:15:56.236612","2015-01-29 02:15:56.236612",,f
307,179,1,2,44,f,f,f,,"2015-01-29 02:15:56.504621","2015-01-29 02:15:56.504621",,f
308,179,2,8,122,f,f,f,,"2015-01-29 02:15:56.732628","2015-01-29 02:15:56.732628",,f
309,179,3,19,,f,t,f,,"2015-01-29 02:15:56.963635","2015-01-29 02:15:56.963635",,f
310,179,4,34,,f,f,f,,"2015-01-29 02:15:57.229643","2015-01-29 02:15:57.229643",,f
311,179,5,25,,f,f,f,,"2015-01-29 02:15:57.449649","2015-01-29 02:15:57.449649",,f
312,179,6,33,,f,f,f,,"2015-01-29 02:15:57.679657","2015-01-29 02:15:57.679657",,f
313,179,7,49,441,f,t,f,,"2015-01-29 02:15:57.944665","2015-01-29 02:15:57.944665",,f
314,179,8,61,483,f,f,f,,"2015-01-29 02:15:58.241674","2015-01-29 02:15:58.241674",,f
315,180,1,17,657,t,f,f,,"2015-01-29 02:15:58.462680","2015-01-29 02:15:58.462680",,f
316,182,1,15,617,f,f,f,,"2015-01-29 02:15:58.690687","2015-01-29 02:15:58.690687",,f
317,183,1,2,28,f,f,f,8,"2015-01-29 02:15:58.940695","2015-01-29 02:15:58.940695",,f
318,183,2,14,596,f,f,f,,"2015-01-29 02:15:59.189703","2015-01-29 02:15:59.189703",,f
319,185,2,19,685,t,f,f,,"2015-01-29 02:15:59.447710","2015-02-19 07:50:42.052839",,f
320,185,1,6,95,f,f,f,,"2015-01-29 02:15:59.704718","2015-02-19 07:50:34.871584",,f
321,186,1,9,138,f,f,f,,"2015-01-29 02:16:00.034728","2015-01-29 02:16:00.034728",,f
322,186,2,1,1,f,f,t,12,"2015-01-29 02:16:00.554744","2015-02-20 19:22:40.052766",,f
323,186,3,19,,f,t,f,,"2015-01-29 02:16:00.838753","2015-01-29 02:16:00.838753",,f
324,186,4,34,,f,f,f,,"2015-01-29 02:16:01.084760","2015-01-29 02:16:01.084760",,f
325,186,5,25,,f,f,f,,"2015-01-29 02:16:01.346768","2015-01-29 02:16:01.346768",,f
326,186,6,33,,f,f,f,,"2015-01-29 02:16:01.607776","2015-01-29 02:16:01.607776",,f
327,186,7,42,299,f,t,f,,"2015-01-29 02:16:01.950787","2015-01-29 02:16:01.950787",,f
328,186,8,66,,f,f,f,,"2015-01-29 02:16:02.205795","2015-01-29 02:16:02.205795",,f
329,1,9,9,,f,f,t,,"2015-04-13 19:18:47.752115","2015-04-13 19:25:03.895368",,t
330,138,8,1,,f,f,t,,"2015-04-13 19:33:58.693524","2015-04-13 19:33:58.693524",,t
331,138,9,42,,f,f,f,,"2015-04-13 19:33:59.600546","2015-04-13 19:33:59.600546",,t
332,186,9,40,,f,f,f,,"2015-04-13 19:34:01.944604","2015-04-13 19:34:01.944604",,t
334,152,3,13,,f,f,t,,"2015-04-13 19:59:14.172804","2015-04-13 19:59:14.172804",,t
335,153,1,13,,f,f,t,,"2015-04-13 19:59:15.685841","2015-04-13 19:59:15.685841",,t